project,repeat,metric,NB,XGBoost_ablation,XGBoost_proposed
pytorch,8,f1,0.5245351680218343,0.6503712871287128,0.6942640692640693
pytorch,9,f1,0.5337378640776699,0.6969884488448845,0.6900742422092968
pytorch,10,f1,0.5369582348305753,0.6915096915096914,0.7269240872077751
pytorch,11,f1,0.5037683223547564,0.6909910366131564,0.7609615384615385
pytorch,12,f1,0.5305916562815263,0.7554112554112554,0.7265959426763446
pytorch,13,f1,0.5337378640776699,0.6556868925663252,0.7202970297029703
pytorch,14,f1,0.5037683223547564,0.7202970297029703,0.7501700680272109
pytorch,15,f1,0.5275261324041812,0.6978609625668449,0.6475044563279857
pytorch,16,f1,0.5115687770150013,0.7175,0.7392307692307691
pytorch,17,f1,0.5977625222476481,0.7265959426763446,0.6998397068926037
pytorch,18,f1,0.5199725933538883,0.7031783556606251,0.7076616915422885
pytorch,19,f1,0.5502359697503838,0.7626465954839838,0.7368352956397981
pytorch,20,f1,0.5159563075605055,0.6787399783931313,0.6587688734030197
pytorch,21,f1,0.5885628614264297,0.6740384615384616,0.7031783556606251
pytorch,22,f1,0.5403000254258835,0.6211585025144347,0.6305769230769231
pytorch,23,f1,0.5132125032834253,0.7114484324017591,0.7237298909588773
pytorch,24,f1,0.4988343662932848,0.6475044563279857,0.6062717770034843
pytorch,25,f1,0.5037683223547564,0.7337759691582779,0.7138805894566262
pytorch,26,f1,0.5509421034600891,0.6736798679867987,0.6888296691094826
pytorch,27,f1,0.5467914438502673,0.7596596951435661,0.7175
pytorch,28,f1,0.5574149902082962,0.7161889161889162,0.6668304668304668
pytorch,29,f1,0.5063106796116505,0.7655473655473655,0.7408681408681408
pytorch,0,auc,0.5653772098722213,0.6718886749518642,0.6571853667075092
pytorch,1,auc,0.5932959915981095,0.6916681253281989,0.6617363906879048
pytorch,2,auc,0.5435848065814809,0.7038333625065639,0.7210747418169089
pytorch,3,auc,0.5511990197794504,0.6424820584631542,0.6323297741991948
pytorch,4,auc,0.5582881148258358,0.763171713635568,0.7236128128828987
pytorch,5,auc,0.5415718536670752,0.6718886749518642,0.6546472956415194
pytorch,6,auc,0.5308944512515316,0.6642744617538946,0.6718886749518642
pytorch,7,auc,0.5141781900927709,0.70330824435498,0.7377910029756695
pytorch,8,auc,0.5238053562051461,0.6297917031332049,0.6886049361106249
pytorch,9,auc,0.5314195694031156,0.6693506038858744,0.6764396989322597
pytorch,10,auc,0.5334325223175215,0.6571853667075092,0.6916681253281989
pytorch,11,auc,0.5091020479607911,0.6668125328198845,0.7383161211272536
